member_id,region,num_profiles,num_kids,device_mix,num_devices,view_hours_30d,titles_started,titles_completed,titles_abandoned,completion_rate,active_days_30d,thumbs_up,my_list_saves,kids_content_hours,tenure_months,churned
M003010,North America,2,0,multi_device,3,33.2,19,12,7,0.632,9,3,6,0.7,15,0
M003011,Europe,1,1,web_only,1,22.7,11,8,3,0.727,3,3,6,13.9,79,0
M003012,North America,3,3,tv_only,1,55.7,13,2,11,0.154,27,6,3,15.9,107,0
M003013,North America,2,2,multi_device,2,22.1,11,8,3,0.727,9,7,6,25.5,120,0
M003014,North America,2,1,multi_device,4,59.4,11,6,5,0.545,29,6,7,3.9,23,0
M003015,Europe,3,0,tv_only,1,19.6,10,4,6,0.4,2,6,7,0.2,56,0
M003016,North America,2,2,tv_only,1,40.4,18,11,7,0.611,29,2,8,13.1,79,0
M003017,Latin America,3,0,multi_device,3,45.9,8,4,4,0.5,15,5,3,0.5,32,0
M003018,Europe,2,2,multi_device,4,21.6,16,6,10,0.375,10,2,3,36.8,34,1
M003019,North America,3,0,tv_only,1,26.4,23,21,2,0.913,13,1,10,0.1,35,0
M003020,Latin America,3,0,multi_device,4,8.6,12,4,8,0.333,1,3,3,0.2,5,1
M003021,North America,2,0,multi_device,3,31.3,5,4,1,0.8,8,3,7,0.3,11,1
M003022,Europe,3,0,tv_only,1,42.1,14,1,13,0.071,14,6,8,0.1,12,1
M003023,Latin America,4,1,tv_only,1,63.0,12,10,2,0.833,16,4,3,10.9,5,1
M003024,North America,2,3,tv_only,1,44.3,15,8,7,0.533,24,7,6,13.9,25,0
M003025,North America,2,1,multi_device,3,29.3,11,1,10,0.091,26,3,4,16.8,106,0
M003026,North America,3,2,mobile_only,1,20.9,12,5,7,0.417,23,7,5,20.8,46,0
M003027,Asia Pacific,3,0,tv_only,1,24.8,14,10,4,0.714,1,4,6,1.5,54,0
M003028,Europe,1,2,multi_device,4,22.1,11,6,5,0.545,8,1,10,10.5,36,0
M003029,Europe,4,2,mobile_only,1,47.7,7,3,4,0.429,28,5,12,56.9,54,0
M003030,Europe,1,1,multi_device,4,56.4,10,5,5,0.5,25,3,10,17.3,39,0
M003031,North America,3,0,tv_only,1,21.9,9,4,5,0.444,1,5,8,0.0,52,0
M003032,Europe,3,1,multi_device,2,36.2,10,6,4,0.6,30,5,6,31.1,92,0
M003033,Latin America,5,1,tv_only,1,23.8,14,7,7,0.5,1,8,9,6.5,6,1
M003034,North America,1,0,mobile_only,1,6.9,13,9,4,0.692,1,2,5,0.0,65,0
M003035,North America,3,2,multi_device,3,10.2,10,7,3,0.7,27,3,9,4.7,55,0
M003036,North America,2,3,multi_device,2,14.5,10,2,8,0.2,4,7,7,23.8,37,0
M003037,Europe,2,0,multi_device,3,23.8,6,1,5,0.167,5,6,6,0.2,51,0
M003038,Asia Pacific,1,1,multi_device,4,30.1,11,7,4,0.636,24,5,6,12.3,47,0
M003039,North America,3,1,web_only,1,63.7,15,14,1,0.933,12,4,6,8.4,29,0
M003040,Europe,2,1,web_only,1,27.0,9,6,3,0.667,24,4,5,6.1,26,0
M003041,North America,1,0,multi_device,4,27.8,9,3,6,0.333,6,5,5,0.3,40,0
M003042,Asia Pacific,3,2,multi_device,4,42.0,11,5,6,0.455,7,3,7,42.7,86,0
M003043,North America,3,0,multi_device,2,10.9,15,8,7,0.533,1,6,7,0.2,15,0
M003044,Europe,3,0,multi_device,3,30.4,10,6,4,0.6,29,2,6,0.5,37,0
M003045,Latin America,4,2,mobile_only,1,39.5,13,7,6,0.538,24,3,7,17.5,28,0
M003046,Latin America,2,1,tv_only,1,19.7,11,8,3,0.727,13,6,6,9.8,79,0
M003047,Europe,5,2,tv_only,1,25.3,12,5,7,0.417,28,4,2,21.1,32,0
M003048,North America,4,0,multi_device,3,21.4,14,12,2,0.857,15,4,7,0.2,41,0
M003049,North America,2,0,multi_device,4,19.8,5,3,2,0.6,22,3,10,0.0,120,0
M003050,North America,1,2,multi_device,4,28.8,16,9,7,0.562,12,1,4,15.7,59,0
M003051,North America,2,0,tv_only,1,47.9,15,9,6,0.6,17,2,6,0.3,5,1
M003052,Europe,2,2,mobile_only,1,35.0,14,8,6,0.571,26,7,7,10.6,4,1
M003053,North America,3,2,multi_device,4,54.3,20,15,5,0.75,13,3,8,30.0,45,0
M003054,North America,3,1,multi_device,2,19.6,9,3,6,0.333,21,3,6,18.0,44,0
M003055,Europe,3,0,mobile_only,1,36.7,16,7,9,0.438,9,2,9,4.5,28,0
M003056,Asia Pacific,2,1,multi_device,3,31.4,16,5,11,0.312,13,4,11,14.6,60,0
M003057,Europe,1,2,web_only,1,47.4,16,9,7,0.562,17,2,5,4.2,21,0
M003058,North America,4,0,tv_only,1,38.0,14,12,2,0.857,26,1,3,0.6,46,0
M003059,North America,2,0,multi_device,4,52.8,7,4,3,0.571,19,2,10,0.2,26,0
M003060,Asia Pacific,5,0,multi_device,2,16.8,7,4,3,0.571,28,1,8,0.2,39,0
M003061,North America,1,0,multi_device,3,64.7,13,6,7,0.462,6,4,1,1.1,46,0
M003062,North America,5,2,mobile_only,1,19.6,11,6,5,0.545,18,3,9,11.1,36,0
M003063,Europe,1,2,tv_only,1,18.1,11,8,3,0.727,10,4,5,23.7,120,0
M003064,Europe,1,3,tv_only,1,35.8,8,1,7,0.125,10,2,5,15.6,74,0
M003065,Europe,1,1,tv_only,1,4.9,12,8,4,0.667,21,2,5,15.0,51,0
M003066,North America,3,1,web_only,1,25.4,10,9,1,0.9,15,2,4,30.3,70,0
M003067,North America,4,0,tv_only,1,15.4,9,4,5,0.444,9,4,6,0.0,2,1
M003068,Asia Pacific,2,1,web_only,1,12.4,6,1,5,0.167,5,3,3,21.3,31,0
M003069,North America,4,1,tv_only,1,15.3,10,2,8,0.2,16,4,7,9.3,49,0
M003070,Europe,3,2,multi_device,4,19.2,10,5,5,0.5,19,4,10,9.1,44,0
M003071,Latin America,3,2,multi_device,4,15.3,16,12,4,0.75,5,2,2,1.2,80,0
M003072,Europe,4,2,multi_device,4,11.8,16,5,11,0.312,6,4,3,19.2,90,0
M003073,North America,2,2,tv_only,1,19.5,18,11,7,0.611,9,1,4,10.4,37,1
M003074,North America,2,2,tv_only,1,9.6,8,4,4,0.5,6,5,4,7.0,38,0
M003075,Europe,4,0,mobile_only,1,36.5,17,9,8,0.529,15,2,7,0.0,36,0
M003076,Asia Pacific,4,2,mobile_only,1,18.3,8,6,2,0.75,18,3,3,9.3,63,0
M003077,Asia Pacific,5,1,tv_only,1,12.3,16,11,5,0.688,5,8,2,25.4,40,1
M003078,North America,4,0,mobile_only,1,40.0,3,2,1,0.667,28,4,4,0.1,52,1
M003079,North America,1,0,multi_device,3,36.6,9,5,4,0.556,9,1,7,2.0,41,0
M003080,Asia Pacific,4,1,multi_device,2,14.1,11,6,5,0.545,10,2,7,14.7,32,0
M003081,Latin America,2,0,mobile_only,1,75.3,14,10,4,0.714,11,6,7,0.0,32,0
M003082,Asia Pacific,5,0,multi_device,3,69.1,10,9,1,0.9,16,6,5,0.3,93,0
M003083,North America,2,1,mobile_only,1,41.6,13,4,9,0.308,13,4,7,16.7,120,0
M003084,Europe,3,2,multi_device,2,53.2,12,7,5,0.583,27,3,7,8.7,79,0
M003085,Latin America,2,2,multi_device,4,11.7,13,2,11,0.154,17,3,5,21.4,30,0
M003086,Latin America,2,0,multi_device,4,34.2,15,8,7,0.533,8,6,3,1.1,15,1
M003087,Europe,1,0,mobile_only,1,24.4,7,4,3,0.571,21,5,12,0.0,21,0
M003088,North America,4,0,tv_only,1,34.7,14,8,6,0.571,23,6,1,0.9,21,0
M003089,Europe,4,0,mobile_only,1,38.5,9,7,2,0.778,28,4,5,0.4,84,0
M003090,North America,1,0,web_only,1,38.9,17,6,11,0.353,11,5,10,0.2,43,0
M003091,Europe,3,3,multi_device,4,15.0,9,3,6,0.333,4,7,6,3.2,101,0
M003092,Asia Pacific,3,1,multi_device,2,96.4,11,6,5,0.545,4,4,6,33.5,24,0
M003093,North America,2,0,multi_device,3,27.1,11,3,8,0.273,16,8,6,0.1,64,0
M003094,Latin America,2,0,multi_device,3,10.9,8,7,1,0.875,24,2,2,1.3,77,0
M003095,North America,4,0,multi_device,4,45.1,17,11,6,0.647,28,4,4,0.3,51,0
M003096,Europe,3,0,web_only,1,15.9,7,4,3,0.571,29,2,4,0.7,115,0
M003097,Asia Pacific,2,0,mobile_only,1,26.9,11,8,3,0.727,25,5,3,2.1,71,0
M003098,North America,3,3,multi_device,3,21.3,17,9,8,0.529,13,4,10,21.3,32,0
M003099,North America,1,0,tv_only,1,35.0,9,6,3,0.667,26,6,8,0.7,54,0
M003100,Europe,2,0,mobile_only,1,52.7,12,7,5,0.583,17,2,7,0.1,35,0
M003101,North America,1,0,mobile_only,1,30.5,14,6,8,0.429,6,4,6,0.2,59,0
M003102,Latin America,1,1,multi_device,3,18.9,10,7,3,0.7,13,7,5,46.8,71,0
M003103,Asia Pacific,3,0,multi_device,2,70.6,17,13,4,0.765,18,2,2,1.0,21,0
M003104,Europe,4,0,tv_only,1,58.6,9,1,8,0.111,13,1,3,1.7,52,0
M003105,North America,2,0,multi_device,4,97.6,14,11,3,0.786,30,7,7,2.5,72,0
M003106,Europe,1,1,multi_device,2,17.9,12,1,11,0.083,10,3,3,8.4,120,0
M003107,Latin America,3,0,multi_device,2,11.7,10,4,6,0.4,28,3,5,0.9,22,0
M003108,North America,4,0,multi_device,3,7.6,11,3,8,0.273,29,5,2,1.8,46,0
M003109,Europe,3,0,multi_device,2,9.5,8,4,4,0.5,3,5,14,0.8,47,0
M003110,Europe,4,0,multi_device,3,21.5,3,1,2,0.333,25,5,5,0.4,32,0
M003111,Europe,2,0,tv_only,1,32.1,8,5,3,0.625,23,1,5,0.0,76,0
M003112,North America,3,0,tv_only,1,15.1,13,8,5,0.615,3,7,5,1.2,29,0
M003113,Latin America,1,0,web_only,1,11.5,12,4,8,0.333,10,7,8,1.8,19,1
M003114,North America,2,0,mobile_only,1,35.2,8,5,3,0.625,11,2,9,0.2,66,0
M003115,North America,2,0,tv_only,1,51.6,14,12,2,0.857,12,2,7,0.0,50,0
M003116,Asia Pacific,2,0,web_only,1,4.1,8,4,4,0.5,21,3,8,0.0,64,0
M003117,Latin America,4,0,mobile_only,1,4.2,14,11,3,0.786,22,2,3,2.8,19,0
M003118,North America,4,2,mobile_only,1,26.3,10,7,3,0.7,6,4,7,18.7,59,0
M003119,North America,1,1,web_only,1,39.1,14,11,3,0.786,14,7,4,25.4,69,0
M003120,North America,1,2,multi_device,4,12.8,9,6,3,0.667,25,3,11,1.2,37,0
M003121,North America,2,2,multi_device,2,8.5,12,11,1,0.917,1,3,4,16.7,84,0
M003122,North America,2,3,multi_device,3,48.7,16,4,12,0.25,16,4,7,13.8,35,0
M003123,North America,3,1,web_only,1,26.1,6,4,2,0.667,28,3,3,5.5,98,0
M003124,Europe,4,1,tv_only,1,13.9,12,11,1,0.917,2,4,6,13.9,36,0
M003125,Latin America,5,0,tv_only,1,73.3,12,9,3,0.75,11,4,9,0.7,23,0
M003126,Europe,3,0,mobile_only,1,40.6,9,4,5,0.444,7,2,7,1.4,39,0
M003127,Europe,4,1,multi_device,4,24.2,11,7,4,0.636,27,5,8,19.6,67,0
M003128,North America,2,3,web_only,1,46.3,16,8,8,0.5,4,3,6,15.8,64,0
M003129,Asia Pacific,1,0,multi_device,4,7.4,12,5,7,0.417,6,4,4,0.4,30,1
M003130,Latin America,2,1,multi_device,2,19.5,15,3,12,0.2,25,3,7,6.6,61,0
M003131,Latin America,3,0,tv_only,1,16.6,13,10,3,0.769,9,3,3,0.1,63,0
M003132,Latin America,3,0,web_only,1,21.5,14,9,5,0.643,4,5,1,0.1,10,1
M003133,Asia Pacific,1,0,web_only,1,58.9,14,5,9,0.357,7,7,7,0.2,24,0
M003134,Europe,2,0,web_only,1,65.8,8,6,2,0.75,3,2,6,0.1,107,0
M003135,North America,2,0,multi_device,4,30.4,7,6,1,0.857,19,3,3,0.6,43,0
M003136,Europe,5,1,multi_device,4,17.3,15,9,6,0.6,20,3,6,4.9,73,0
M003137,Latin America,2,2,multi_device,3,10.6,7,6,1,0.857,21,3,9,14.4,35,0
M003138,Latin America,3,2,multi_device,2,61.0,8,3,5,0.375,29,1,6,14.9,114,0
M003139,Europe,3,0,mobile_only,1,36.3,12,11,1,0.917,25,2,8,1.0,69,0
M003140,North America,2,2,mobile_only,1,15.3,14,7,7,0.5,12,3,3,18.9,32,0
M003141,North America,3,0,mobile_only,1,16.4,15,12,3,0.8,2,4,3,0.8,51,0
M003142,Asia Pacific,4,0,tv_only,1,29.5,13,0,13,0.0,17,4,9,1.3,73,0
M003143,Europe,2,1,web_only,1,7.2,16,6,10,0.375,11,3,6,41.9,30,0
M003144,Europe,4,0,multi_device,2,23.0,13,9,4,0.692,1,3,4,0.1,83,0
M003145,North America,1,0,web_only,1,14.7,14,10,4,0.714,15,6,2,0.2,37,0
M003146,North America,1,0,multi_device,4,47.1,10,7,3,0.7,1,5,6,0.3,22,0
M003147,Asia Pacific,4,1,multi_device,3,28.7,11,8,3,0.727,25,0,11,18.0,22,0
M003148,Europe,4,0,mobile_only,1,17.8,11,6,5,0.545,7,4,7,0.9,75,0
M003149,Latin America,5,1,multi_device,2,13.4,8,5,3,0.625,2,2,7,16.1,48,0
M003150,Europe,3,1,web_only,1,71.1,13,11,2,0.846,12,1,9,14.9,54,0
M003151,Europe,4,1,web_only,1,63.0,9,7,2,0.778,6,4,4,22.4,81,0
M003152,North America,4,2,multi_device,3,1.9,12,9,3,0.75,6,3,2,39.5,75,0
M003153,Latin America,4,0,mobile_only,1,66.3,15,7,8,0.467,4,6,10,2.7,6,1
M003154,Europe,3,0,multi_device,4,12.4,10,2,8,0.2,1,3,4,0.2,44,0
M003155,Europe,2,0,multi_device,3,32.8,11,5,6,0.455,15,5,6,0.0,63,0
M003156,Europe,4,0,multi_device,4,29.7,9,3,6,0.333,13,3,7,0.0,23,0
M003157,Asia Pacific,2,1,multi_device,3,10.7,16,11,5,0.688,21,5,5,10.9,15,0
M003158,North America,2,0,web_only,1,42.7,13,8,5,0.615,13,6,8,0.1,89,0
M003159,Latin America,2,0,mobile_only,1,13.8,5,3,2,0.6,8,6,7,0.0,106,0
M003160,North America,3,2,mobile_only,1,29.5,8,5,3,0.625,17,5,6,6.7,43,0
M003161,Europe,2,1,tv_only,1,84.0,13,11,2,0.846,17,4,10,9.5,51,0
M003162,North America,1,1,mobile_only,1,21.9,5,3,2,0.6,12,3,5,9.0,8,1
M003163,North America,4,2,multi_device,3,25.0,8,6,2,0.75,2,6,10,8.1,36,0
M003164,Europe,2,2,tv_only,1,24.2,8,6,2,0.75,7,2,8,5.9,52,0
M003165,North America,3,1,multi_device,4,15.4,13,6,7,0.462,8,8,6,3.1,48,0
M003166,Europe,1,0,multi_device,2,5.6,6,2,4,0.333,11,3,6,0.0,23,0
M003167,Asia Pacific,1,3,mobile_only,1,22.1,15,7,8,0.467,14,7,5,8.4,5,1
M003168,North America,1,1,web_only,1,8.4,13,9,4,0.692,15,6,4,48.9,50,0
M003169,Latin America,3,0,web_only,1,39.3,11,7,4,0.636,23,3,9,0.0,20,0
M003170,Europe,1,0,web_only,1,22.3,13,6,7,0.462,4,3,4,1.4,4,1
M003171,Europe,4,1,multi_device,2,6.8,12,10,2,0.833,1,0,10,6.9,54,0
M003172,North America,1,2,mobile_only,1,63.3,10,6,4,0.6,25,2,10,7.9,38,0
M003173,North America,1,0,multi_device,4,19.2,10,7,3,0.7,13,2,11,1.6,87,0
M003174,North America,1,0,web_only,1,25.4,11,8,3,0.727,9,3,8,0.7,33,1
M003175,North America,1,2,multi_device,2,26.2,10,4,6,0.4,22,3,4,4.0,61,0
M003176,North America,3,2,multi_device,3,49.9,13,3,10,0.231,1,3,10,25.5,25,0
M003177,Europe,4,0,tv_only,1,24.7,9,8,1,0.889,24,3,6,2.4,24,0
M003178,Asia Pacific,3,0,mobile_only,1,20.0,13,1,12,0.077,21,5,4,0.9,36,0
M003179,Latin America,1,1,multi_device,4,17.7,16,10,6,0.625,7,3,4,9.6,49,0
M003180,Latin America,2,0,multi_device,2,16.1,14,9,5,0.643,11,4,5,3.2,3,1
M003181,North America,2,2,web_only,1,9.2,13,10,3,0.769,25,3,4,14.3,44,0
M003182,North America,5,0,tv_only,1,18.9,12,4,8,0.333,5,2,8,0.0,46,0
M003183,North America,1,0,mobile_only,1,21.6,13,10,3,0.769,6,6,7,0.0,85,0
M003184,North America,3,0,tv_only,1,50.1,13,3,10,0.231,15,5,10,0.2,59,0
M003185,Europe,2,0,tv_only,1,48.8,6,3,3,0.5,21,0,6,0.1,37,0
M003186,Europe,2,0,web_only,1,18.0,10,9,1,0.9,2,5,5,0.4,85,0
M003187,North America,2,0,multi_device,4,8.6,11,5,6,0.455,1,7,8,0.9,87,0
M003188,North America,1,1,tv_only,1,13.1,8,3,5,0.375,7,2,10,9.4,2,1
M003189,Latin America,3,0,mobile_only,1,30.2,10,5,5,0.5,19,6,6,1.7,23,1
M003190,Latin America,1,2,tv_only,1,14.7,10,6,4,0.6,8,9,9,9.3,120,0
M003191,North America,3,0,multi_device,4,26.5,10,8,2,0.8,3,5,8,5.3,43,0
M003192,Asia Pacific,1,1,web_only,1,5.1,16,7,9,0.438,12,6,3,9.6,53,0
M003193,Asia Pacific,5,0,multi_device,2,54.4,14,9,5,0.643,14,5,8,1.6,52,0
M003194,North America,1,0,web_only,1,24.0,14,11,3,0.786,24,7,7,4.7,49,0
M003195,North America,4,1,tv_only,1,21.2,8,1,7,0.125,1,5,5,13.0,71,0
M003196,Europe,4,1,tv_only,1,39.4,12,4,8,0.333,13,8,6,12.0,37,0
M003197,Asia Pacific,5,1,multi_device,4,19.4,14,13,1,0.929,5,10,4,23.0,48,0
M003198,Asia Pacific,2,1,multi_device,4,5.9,12,7,5,0.583,15,2,5,10.7,41,1
M003199,North America,3,1,multi_device,2,22.7,11,5,6,0.455,2,8,6,12.6,39,0
M003200,North America,2,0,multi_device,4,24.1,14,7,7,0.5,5,3,8,0.0,39,0
M003201,Europe,1,2,multi_device,2,28.5,11,1,10,0.091,13,8,8,13.7,50,0
M003202,Europe,2,1,mobile_only,1,74.3,15,6,9,0.4,30,5,5,5.1,86,0
M003203,North America,1,3,multi_device,3,35.9,11,3,8,0.273,16,2,3,16.0,32,0
M003204,Latin America,5,2,multi_device,3,26.8,15,6,9,0.4,4,0,6,29.9,53,0
M003205,Europe,1,0,tv_only,1,41.4,13,6,7,0.462,6,4,2,1.6,102,0
M003206,Latin America,3,0,multi_device,2,6.3,12,7,5,0.583,21,5,6,0.5,48,0
M003207,Latin America,3,1,multi_device,4,52.1,13,5,8,0.385,18,3,6,40.0,115,0
M003208,Latin America,2,1,mobile_only,1,39.2,8,3,5,0.375,2,5,5,7.7,40,0
M003209,Europe,3,1,web_only,1,54.5,18,11,7,0.611,12,6,7,6.8,30,1
M003210,Europe,1,2,tv_only,1,19.6,12,9,3,0.75,22,3,2,14.7,31,0
M003211,North America,3,0,tv_only,1,32.3,8,6,2,0.75,19,7,3,0.0,13,1
M003212,Europe,2,0,mobile_only,1,20.3,18,10,8,0.556,12,5,4,0.2,56,0
M003213,North America,4,0,mobile_only,1,71.2,13,1,12,0.077,6,3,7,0.2,8,1
M003214,Latin America,3,1,mobile_only,1,21.2,14,2,12,0.143,15,3,2,6.5,36,0
M003215,North America,5,1,tv_only,1,11.7,9,6,3,0.667,17,2,5,37.2,65,0
M003216,North America,1,0,multi_device,3,13.4,11,3,8,0.273,4,4,8,0.3,31,1
M003217,North America,2,1,tv_only,1,28.9,18,11,7,0.611,11,3,6,1.6,10,1
M003218,North America,1,0,web_only,1,38.3,13,10,3,0.769,24,1,0,0.6,65,0
M003219,Latin America,1,0,tv_only,1,13.5,7,4,3,0.571,4,2,6,1.0,56,0
M003220,Latin America,1,1,multi_device,2,36.7,7,4,3,0.571,25,5,6,12.8,85,0
M003221,Europe,3,0,mobile_only,1,51.9,10,8,2,0.8,19,3,9,0.2,6,1
M003222,North America,1,1,tv_only,1,47.8,9,3,6,0.333,9,1,3,10.2,50,0
M003223,North America,2,2,tv_only,1,36.3,11,8,3,0.727,11,3,6,13.9,40,0
M003224,North America,4,2,multi_device,4,38.9,13,5,8,0.385,14,4,7,18.1,28,0
M003225,North America,3,0,multi_device,4,34.0,18,12,6,0.667,3,7,8,0.4,45,0
M003226,Asia Pacific,2,0,mobile_only,1,6.8,9,5,4,0.556,7,5,4,1.1,11,1
M003227,North America,2,1,tv_only,1,43.3,15,8,7,0.533,22,3,12,23.4,85,0
M003228,North America,2,2,mobile_only,1,19.0,14,10,4,0.714,24,4,7,5.7,49,0
M003229,North America,1,2,mobile_only,1,50.2,16,4,12,0.25,11,2,9,18.8,77,0
M003230,North America,3,0,multi_device,2,16.1,9,7,2,0.778,1,6,6,0.1,50,0
M003231,Europe,2,0,web_only,1,20.6,13,5,8,0.385,9,4,6,0.6,56,0
M003232,Europe,4,1,multi_device,2,30.6,14,7,7,0.5,23,2,9,11.4,80,0
M003233,North America,3,1,tv_only,1,86.5,8,5,3,0.625,9,1,4,5.0,42,0
M003234,North America,3,0,multi_device,3,31.5,13,9,4,0.692,27,1,6,2.5,55,0
M003235,North America,2,0,tv_only,1,31.5,11,4,7,0.364,17,2,7,0.0,77,0
M003236,North America,1,1,tv_only,1,12.1,8,6,2,0.75,26,6,6,17.0,57,0
M003237,North America,3,0,multi_device,3,9.9,13,10,3,0.769,22,1,6,0.1,67,0
M003238,Asia Pacific,2,0,mobile_only,1,18.4,14,2,12,0.143,14,4,9,3.8,10,1
M003239,Europe,1,0,multi_device,4,38.2,12,5,7,0.417,15,6,5,1.5,9,1
M003240,Europe,1,0,multi_device,3,31.5,10,7,3,0.7,10,5,11,1.0,32,0
M003241,Europe,1,1,mobile_only,1,25.6,15,5,10,0.333,16,4,6,8.4,23,0
M003242,Europe,3,0,multi_device,3,19.7,13,9,4,0.692,12,3,3,0.6,112,0
M003243,Europe,1,0,mobile_only,1,43.3,15,6,9,0.4,20,6,3,0.2,72,0
M003244,Latin America,2,0,tv_only,1,62.5,11,5,6,0.455,29,2,4,0.0,57,0
M003245,Latin America,2,0,multi_device,3,41.5,13,10,3,0.769,27,4,7,0.4,80,0
M003246,North America,3,1,multi_device,2,55.0,18,13,5,0.722,10,8,7,5.5,38,0
M003247,Europe,4,0,mobile_only,1,24.1,13,5,8,0.385,29,2,3,1.5,38,0
M003248,Europe,4,1,multi_device,2,38.5,8,5,3,0.625,6,2,6,12.1,45,0
M003249,Asia Pacific,2,0,multi_device,2,75.6,15,4,11,0.267,19,3,3,0.5,82,0
M003250,Europe,1,0,tv_only,1,54.8,8,5,3,0.625,23,6,6,0.6,29,0
M003251,Europe,2,0,multi_device,4,68.4,16,7,9,0.438,9,3,5,0.1,28,0
M003252,North America,3,0,multi_device,4,55.7,10,4,6,0.4,19,7,5,2.8,27,0
M003253,Europe,3,1,multi_device,3,64.2,10,4,6,0.4,25,2,3,6.1,70,0
M003254,North America,3,0,mobile_only,1,19.2,10,6,4,0.6,19,7,2,0.1,67,0
M003255,North America,1,2,multi_device,4,15.9,18,15,3,0.833,7,4,5,15.3,78,0
M003256,North America,3,0,mobile_only,1,23.4,11,6,5,0.545,9,5,5,0.3,87,0
M003257,Latin America,1,0,multi_device,2,20.7,17,12,5,0.706,17,3,4,0.5,45,0
M003258,North America,3,0,multi_device,2,17.6,17,3,14,0.176,27,2,5,2.6,16,1
M003259,North America,2,1,tv_only,1,64.4,15,6,9,0.4,18,10,4,7.2,38,0
M003260,Asia Pacific,3,0,tv_only,1,10.3,10,9,1,0.9,8,2,6,2.3,104,0
M003261,North America,1,0,multi_device,3,55.1,11,6,5,0.545,23,3,7,0.5,95,0
M003262,Europe,2,0,multi_device,2,40.3,20,17,3,0.85,23,3,5,0.2,38,0
M003263,Europe,3,0,tv_only,1,1.0,8,6,2,0.75,23,6,8,0.0,100,0
M003264,North America,1,2,web_only,1,19.9,14,8,6,0.571,13,2,3,8.8,41,0
M003265,Latin America,3,0,multi_device,2,18.1,11,7,4,0.636,9,1,3,0.8,80,0
M003266,North America,3,2,tv_only,1,14.9,13,9,4,0.692,8,6,3,28.6,48,0
M003267,Europe,3,1,mobile_only,1,14.7,12,7,5,0.583,13,3,7,5.3,18,1
M003268,Europe,2,0,multi_device,2,16.3,11,1,10,0.091,13,4,5,0.3,4,1
M003269,Europe,2,0,tv_only,1,15.3,8,4,4,0.5,23,4,7,3.0,18,0
M003270,Latin America,3,1,tv_only,1,19.8,12,5,7,0.417,17,1,3,17.7,54,0
M003271,North America,2,0,tv_only,1,16.2,10,5,5,0.5,20,4,12,1.3,42,1
M003272,North America,3,0,multi_device,2,17.9,15,12,3,0.8,5,6,3,2.6,37,0
M003273,Latin America,2,1,tv_only,1,82.6,9,8,1,0.889,25,1,4,11.0,120,0
M003274,Europe,1,2,multi_device,2,37.7,10,4,6,0.4,16,2,3,18.5,49,0
M003275,Latin America,1,1,multi_device,2,59.5,19,18,1,0.947,11,7,3,3.9,14,0
M003276,Latin America,1,1,mobile_only,1,10.6,6,1,5,0.167,28,2,10,2.2,94,0
M003277,Latin America,2,0,multi_device,2,17.3,10,7,3,0.7,18,2,8,4.2,56,0
M003278,Europe,3,0,web_only,1,14.1,14,8,6,0.571,27,7,5,0.0,85,0
M003279,North America,3,0,multi_device,4,87.4,20,14,6,0.7,9,4,4,0.7,89,0
M003280,Latin America,1,1,tv_only,1,46.8,16,9,7,0.562,3,1,5,33.9,18,1
M003281,Europe,5,3,multi_device,4,24.3,11,8,3,0.727,10,9,0,0.4,9,0
M003282,North America,2,0,tv_only,1,51.2,11,4,7,0.364,3,2,8,0.4,56,0
M003283,Latin America,4,0,mobile_only,1,23.7,13,3,10,0.231,30,3,9,0.1,71,0
M003284,Asia Pacific,3,0,multi_device,4,24.2,10,2,8,0.2,5,5,10,0.1,26,1
M003285,Europe,3,2,mobile_only,1,16.0,6,2,4,0.333,21,4,6,35.2,5,1
M003286,North America,1,1,multi_device,3,21.9,12,6,6,0.5,19,2,7,21.3,102,0
M003287,North America,1,0,mobile_only,1,25.6,8,1,7,0.125,13,6,8,4.7,51,0
M003288,Latin America,1,3,tv_only,1,13.5,10,7,3,0.7,4,5,6,23.9,79,0
M003289,Asia Pacific,3,2,multi_device,3,56.2,8,4,4,0.5,25,3,5,11.3,37,0
M003290,North America,2,0,tv_only,1,53.5,4,2,2,0.5,5,6,4,2.4,11,1
M003291,North America,3,2,multi_device,3,17.5,17,10,7,0.588,17,6,6,14.3,53,0
M003292,Asia Pacific,2,0,web_only,1,5.3,11,4,7,0.364,2,5,5,3.0,15,1
M003293,North America,4,0,tv_only,1,23.4,10,5,5,0.5,29,11,6,0.0,32,0
M003294,Europe,1,0,multi_device,3,24.4,13,8,5,0.615,11,1,8,0.4,37,0
M003295,Asia Pacific,1,2,tv_only,1,47.2,20,16,4,0.8,23,4,2,16.8,26,0
M003296,North America,2,1,tv_only,1,28.6,7,5,2,0.714,30,5,7,5.8,29,0
M003297,Europe,2,0,multi_device,3,6.6,11,7,4,0.636,3,5,8,5.3,88,0
M003298,North America,2,3,tv_only,1,22.9,14,7,7,0.5,10,6,5,51.7,94,0
M003299,North America,3,0,tv_only,1,29.6,10,8,2,0.8,26,6,4,2.8,22,0
M003300,Latin America,1,1,multi_device,3,16.7,15,4,11,0.267,30,5,10,7.1,105,0
M003301,Europe,2,1,multi_device,2,49.2,12,10,2,0.833,1,4,7,6.4,36,0
M003302,Asia Pacific,4,0,web_only,1,49.1,15,5,10,0.333,7,9,4,0.7,25,1
M003303,Europe,1,0,multi_device,4,27.6,12,6,6,0.5,13,4,6,0.4,73,0
